model,response_model,image_path,zpid,room_type,replicate,score,level,confidence,valid,room_type_judgment,reasoning,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,thought_tokens,latency_s,cost_usd,error
gemini-3.5-flash,gemini-3.5-flash,images/439578555/439578555_5.jpg,439578555,kitchen,1,4.2,4,0.9,True,kitchen,"This is a modern, minimalist single-wall kitchen featuring flat-panel wood cabinetry, integrated appliances, and a matching solid-surface countertop and backsplash. While the finishes are clean and updated, the compact layout lacks a built-in island, capping its luxury level at a high Level 4.",2851,618,0,0,528,6.87,0.009839,
gemini-3.5-flash,gemini-3.5-flash,images/347205007/347205007_16.jpg,347205007,kitchen,1,4.3,4,0.9,True,kitchen,"This kitchen features a modern, cohesive renovation with two-tone flat-panel cabinetry, quartz countertops, and a matching full-height slab backsplash. The stainless steel appliances are standard consumer-grade, and the layout is relatively compact with a small peninsula, placing it firmly in the updated mid-range category.",2851,737,0,0,621,7.199,0.010910,
gemini-3.5-flash,gemini-3.5-flash,images/245060365/245060365_5.jpg,245060365,kitchen,1,4.0,4,0.95,True,kitchen,"This is a beautifully renovated galley kitchen featuring modern flat-panel cabinetry, quartz countertops, and a full-height linear tile backsplash. While the finishes are clean and contemporary, the compact galley layout with no central island caps the score at Level 4 per the calibration rules.",2851,699,0,0,589,7.459,0.010568,
gemini-3.5-flash,gemini-3.5-flash,images/2054934812/2054934812_3.jpg,2054934812,kitchen,1,2.0,2,0.9,True,kitchen,"The space features highly dated patterned wallpaper, worn vinyl flooring, and basic wood cabinetry with simple laminate countertops. The open adjustable shelving and overall aesthetic indicate a basic, dated, and worn kitchen area that has not been updated in decades.",2879,494,0,0,392,7.729,0.008764,
gemini-3.5-flash,gemini-3.5-flash,images/245040272/245040272_12.jpg,245040272,kitchen,1,2.4,2,0.9,True,kitchen,"This is a highly compact galley kitchen featuring basic white flat-panel cabinets with visible wear at the bases, simple white laminate countertops, and standard white appliances. While clean and functional, the materials and layout are builder-grade and dated, aligning with Level 2.",2879,757,0,0,649,7.912,0.011132,
gemini-3.5-flash,gemini-3.5-flash,images/452935685/452935685_5.jpg,452935685,kitchen,1,2.0,2,0.9,True,kitchen,"The kitchen features highly dated flat-panel wood cabinetry with missing doors, basic laminate countertops, and older appliances. The worn sheet vinyl flooring and wood paneling further indicate a basic, un-renovated space in need of modernization.",2851,723,0,0,621,6.188,0.010783,
gemini-3.5-flash,gemini-3.5-flash,images/68313646/68313646_2.jpg,68313646,kitchen,1,5.0,5,0.9,True,kitchen,"This kitchen features high-end professional-grade stainless steel appliances, including a built-in refrigerator and wine cooler, which elevate it above a standard renovation. The large island with a thick dark stone countertop and modern flat-panel cabinetry provides a clean, upscale aesthetic. The overall layout and premium finishes align with a Level 5 classification.",2851,792,0,0,670,13.277,0.011404,
gemini-3.5-flash,gemini-3.5-flash,images/457610719/457610719_3.jpg,457610719,kitchen,1,4.2,4,0.9,True,kitchen,"This kitchen features a modern renovation with flat-panel wood-grain cabinets, quartz countertops, and a premium full-height slab backsplash that wraps around the window. While the finishes are high-quality and cohesive, the compact layout lacks an island, capping its luxury level at Level 4.",2851,813,0,0,700,6.157,0.011593,
gemini-3.5-flash,gemini-3.5-flash,images/245523004/245523004_2.jpg,245523004,kitchen,1,5.4,5,0.85,True,kitchen,"This kitchen features high-end modern finishes, including flat-panel minimalist cabinetry, a striking black-and-white veined stone waterfall island, and a matching full-height slab backsplash. While the finishes are upscale and designer-level, the overall footprint is somewhat compact, placing it at a high Level 5 rather than a spacious Level 6.",2851,987,0,0,860,7.573,0.013159,
gemini-3.5-flash,gemini-3.5-flash,images/320255113/320255113_3.jpg,320255113,kitchen,1,3.8,4,0.9,True,kitchen,"This is a compact, corner kitchen with no island, which caps its potential score at Level 4. It features modern updates including two-tone flat-panel cabinetry, a full-height stone-patterned backsplash, and polished tile flooring, but remains limited by its small footprint and standard appliances.",2851,901,0,0,786,7.083,0.012386,
gemini-3.5-flash,gemini-3.5-flash,images/2079507264/2079507264_7.jpg,2079507264,kitchen,1,5.0,5,0.9,True,kitchen,"This kitchen is a high-quality renovation featuring a marble waterfall island, high-gloss flat-panel cabinetry, and premium herringbone wood flooring. While it includes upgraded appliances like a professional-style gas range, the compact layout and over-the-range microwave keep it at a Level 5 rather than an upscale Level 6.",2851,1074,0,0,953,7.902,0.013943,
gemini-3.5-flash,gemini-3.5-flash,images/320251340/320251340_1.jpg,320251340,kitchen,1,4.2,4,0.9,True,kitchen,"This compact kitchen features modern flat-panel wood cabinets with an integrated refrigerator panel, a clean white quartz countertop, and a textured wavy tile backsplash. While the integrated appliances and sleek finishes are high-quality, the very limited, compact layout caps the score at Level 4.",2897,697,0,0,587,5.693,0.010618,
gemini-3.5-flash,gemini-3.5-flash,images/448006342/448006342_3.jpg,448006342,kitchen,1,5.0,5,0.9,True,kitchen,"This kitchen features high-end custom minimalist cabinetry with integrated panel-ready appliances and a stylish wood-accent niche. The island boasts a premium quartz waterfall countertop and integrated sink. While the finishes are upscale, the compact footprint and layout keep it at Level 5 rather than a higher tier.",2851,888,0,0,775,7.267,0.012268,
gemini-3.5-flash,gemini-3.5-flash,images/459718105/459718105_2.jpg,459718105,kitchen,1,4.0,4,0.9,True,kitchen,"This kitchen represents a standard modern renovation featuring flat-panel grey and wood cabinets, quartz countertops, and a glossy tile backsplash. The stainless steel appliances, including an over-the-range microwave, and the compact layout align perfectly with the Level 4 baseline.",2851,684,0,0,577,5.88,0.010433,
gemini-3.5-flash,gemini-3.5-flash,images/64547202/64547202_7.jpg,64547202,kitchen,1,2.8,3,0.9,True,kitchen,"This kitchen features basic white appliances, simple painted cabinets, and laminate countertops, characteristic of a budget-friendly or older space. While it is clean and maintained with a mosaic tile backsplash, the compact layout, basic dome lighting, and lack of modern upgrades like stainless steel or stone countertops keep it at a Level 3.",2851,934,0,0,815,6.958,0.012682,
gemini-3.5-flash,gemini-3.5-flash,images/300074943/300074943_3.jpg,300074943,kitchen,1,5.8,6,0.9,True,kitchen,"This kitchen features high-end custom wood veneer cabinetry that wraps onto the ceiling and adjacent wall, paired with a premium marble waterfall island and matching full-height slab backsplash. The integrated appliances, professional range hood, and sleek modern design elevate it to an upscale designer level, though the linear layout is somewhat compact.",2851,1106,0,0,989,8.152,0.014231,
gemini-3.5-flash,gemini-3.5-flash,images/338705381/338705381_2.jpg,338705381,kitchen,1,4.5,5,0.9,True,kitchen,"This kitchen features high-end modern finishes, including flat-panel oak cabinetry with integrated pulls, a full-height natural stone slab backsplash, and a matching waterfall countertop. It also includes premium integrated appliances, but the compact U-shaped layout without a central island caps its overall luxury level.",2851,1402,0,0,1289,9.645,0.016894,
gemini-3.5-flash,gemini-3.5-flash,images/443617919/443617919_2.jpg,443617919,kitchen,1,6.2,6,0.9,True,kitchen,"This kitchen features high-end custom flat-panel cabinetry with integrated, panel-ready appliances that seamlessly blend into the wood-grain wall. The island and backsplash showcase premium stone slabs with subtle veining, complemented by minimalist designer fixtures and a curved island profile. The open-concept layout and upscale minimalist aesthetic align with Level 6 designer quality.",2851,719,0,0,595,5.727,0.010748,
gemini-3.5-flash,gemini-3.5-flash,images/30599448/30599448_6.jpg,30599448,kitchen,1,4.2,4,0.9,True,kitchen,"This compact kitchen features a stylish modern renovation with shaker cabinets, quartz countertops, an apron-front farmhouse sink, and a pro-style blue range. While the design is cohesive and features upgraded fixtures, the compact layout and lack of an island cap the luxury level at a standard modern renovation.",2876,820,0,0,707,5.633,0.011694,
gemini-3.5-flash,gemini-3.5-flash,images/338701821/338701821_3.jpg,338701821,kitchen,1,4.0,4,0.95,True,kitchen,"This kitchen features high-end finishes including a full-height natural stone slab backsplash, integrated panel refrigerator, and professional-grade range. However, because it is a compact L-shaped layout without an island, it is capped at Level 4 per the calibration rules.",2851,940,0,0,830,8.194,0.012736,
gemini-3.5-flash,gemini-3.5-flash,images/320253598/320253598_2.jpg,320253598,kitchen,1,4.2,4,0.9,True,kitchen,"This kitchen features a modern, cohesive renovation with two-tone flat-panel cabinets, white quartz countertops, and stainless steel appliances. While stylishly updated with a geometric tile backsplash, the layout is a standard U-shape with a peninsula rather than a large island, placing it firmly in the mid-range updated category.",2851,832,0,0,713,7.078,0.011765,
gemini-3.5-flash,gemini-3.5-flash,images/455580860/455580860_5.jpg,455580860,kitchen,1,5.3,5,0.9,True,kitchen,"This kitchen is a high-end renovation featuring premium elements such as a waterfall quartz countertop on the peninsula, a matching full-height slab backsplash, and a professional-grade stainless steel range and hood. The light wood cabinetry is beautifully integrated with a paneled dishwasher and extends to the ceiling, elevating the space well above a standard Level 4 baseline.",2851,1178,0,0,1053,7.709,0.014878,
gemini-3.5-flash,gemini-3.5-flash,images/449031388/449031388_1.jpg,449031388,kitchen,1,4.0,4,0.95,True,kitchen,"This galley kitchen features a standard modern renovation with white shaker cabinets, quartz countertops, and a vibrant blue subway tile backsplash. It includes stainless steel appliances and under-cabinet lighting, but its compact layout without an island caps its score at Level 4.",2851,768,0,0,662,5.595,0.011189,
gemini-3.5-flash,gemini-3.5-flash,images/72670045/72670045_5.jpg,72670045,kitchen,1,3.7,4,0.9,True,kitchen,"This is a compact galley kitchen that has been updated with a modern, cohesive aesthetic, featuring flat-panel cabinetry, butcher block countertops, and a classic subway tile backsplash. While stylishly renovated, the small footprint, lack of an island, and budget-friendly material choices (such as wood counters and standard white appliances) cap its luxury level.",2897,937,0,0,813,8.389,0.012778,
gemini-3.5-flash,gemini-3.5-flash,images/320252928/320252928_3.jpg,320252928,kitchen,1,4.2,4,0.95,True,kitchen,"This kitchen represents a classic Level 4 modern renovation, featuring shaker-style cabinets, quartz countertops, and a white subway tile backsplash. While it includes nice details like a pot filler and under-cabinet lighting, the standard stainless steel appliances and peninsula layout keep it firmly within the mid-range category.",2851,915,0,0,799,6.185,0.012512,
gemini-3.5-flash,gemini-3.5-flash,images/457917688/457917688_2.jpg,457917688,kitchen,1,3.8,4,0.9,True,kitchen,"This is a compact, updated kitchen featuring two-tone flat-panel cabinetry, stainless steel appliances, and a linear mosaic tile backsplash. Because it is a relatively small layout without an island, it is capped at Level 4 despite the modern, cohesive finishes.",2851,611,0,0,504,5.553,0.009775,
gemini-3.5-flash,gemini-3.5-flash,images/79713844/79713844_10.jpg,79713844,kitchen,1,2.3,2,0.9,True,kitchen,"The kitchen features basic, dated finishes including laminate countertops, older white appliances, and a simple square tile backsplash. The white raised-panel cabinets show unfinished undersides, and the overall layout is compact and builder-grade, aligning with Level 2.",2851,712,0,0,606,7.354,0.010684,
gemini-3.5-flash,gemini-3.5-flash,images/111711535/111711535_5.jpg,111711535,kitchen,1,4.0,4,0.95,True,kitchen,"This is a classic galley kitchen featuring updated mid-range finishes, including stainless steel appliances, granite countertops, shaker-style wood cabinetry, and a stone tile backsplash. As a compact galley layout without an island, it is capped at Level 4 despite its clean and cohesive modern renovation.",2851,697,0,0,584,5.408,0.010549,
gemini-3.5-flash,gemini-3.5-flash,images/79488683/79488683_2.jpg,79488683,kitchen,1,4.0,4,0.95,True,kitchen,"This kitchen represents a standard modern renovation with shaker cabinets, quartz countertops, a herringbone tile backsplash, and stainless steel appliances. Due to its compact layout and peninsula design rather than a large island, it is capped at Level 4 despite its clean and cohesive aesthetic.",2851,718,0,0,610,4.867,0.010738,
gemini-3.5-flash,gemini-3.5-flash,images/30785005/30785005_12.jpg,30785005,kitchen,1,4.4,4,0.85,True,kitchen,"The kitchen features quality traditional materials including raised-panel wood cabinetry with a decorative wood range hood, granite countertops, and a tiled backsplash. However, the layout is relatively compact and the styling is somewhat dated, placing it on the upper end of a mid-range classification.",2851,1168,0,0,1058,8.125,0.014788,
gemini-3.5-flash,gemini-3.5-flash,images/122588155/122588155_7.jpg,122588155,kitchen,1,3.0,3,0.9,True,kitchen,"This kitchen features dated medium-toned wood cabinetry and mismatched appliances, including a white dishwasher alongside a black and stainless steel range. While it has granite countertops, the overall design, compact layout, and lack of cohesive modern finishes align with a dated but maintained standard.",2851,760,0,0,653,6.955,0.011116,
gemini-3.5-flash,gemini-3.5-flash,images/444358981/444358981_8.jpg,444358981,kitchen,1,3.5,4,0.85,True,kitchen,"The kitchen features dated raised-panel oak cabinetry paired with some updated elements like granite countertops, a white subway tile backsplash, and stainless steel appliances (though the dishwasher is black). The compact layout lacks an island, and the large tile flooring is basic, placing this kitchen between a maintained dated look and a standard mid-range update.",2851,790,0,0,668,6.197,0.011387,
gemini-3.5-flash,gemini-3.5-flash,images/245026215/245026215_2.jpg,245026215,kitchen,1,3.8,4,0.9,True,kitchen,"This is a compact galley kitchen featuring a modern renovation with white shaker cabinets, gray quartz countertops, and stainless steel appliances. Due to its narrow layout and lack of an island, it is capped at Level 4 despite the clean, updated finishes.",2851,664,0,0,560,5.877,0.010252,
gemini-3.5-flash,gemini-3.5-flash,images/245000657/245000657_7.jpg,245000657,kitchen,1,3.8,4,0.9,True,kitchen,"This is a highly compact galley kitchen featuring modern updates, including stainless steel appliances, flat-panel cabinetry, and a geometric tile backsplash. Due to its very limited footprint and lack of an island, it is capped at Level 4 despite the cohesive contemporary finishes.",2851,658,0,0,551,6.457,0.010198,
gemini-3.5-flash,gemini-3.5-flash,images/30718819/30718819_7.jpg,30718819,kitchen,1,4.5,4,0.9,True,kitchen,"This kitchen represents a solid mid-range modern renovation, featuring two-tone flat-panel cabinetry, dark stone countertops, and a linear mosaic tile backsplash. While it includes upgraded features like a built-in double wall oven and large-format tile flooring, the small island and standard stainless steel appliances keep it firmly aligned with Level 4 standards.",2851,1034,0,0,910,7.64,0.013583,
gemini-3.5-flash,gemini-3.5-flash,images/244993376/244993376_6.jpg,244993376,kitchen,1,3.5,4,0.9,True,kitchen,"This compact single-wall kitchen features updated white shaker cabinets with glass-front uppers, a modern herringbone tile backsplash, and clean solid-surface countertops. However, the appliances are basic white models rather than stainless steel, and the extremely limited footprint with no island caps its overall luxury level.",2851,821,0,0,708,9.779,0.011666,
gemini-3.5-flash,gemini-3.5-flash,images/30783144/30783144_3.jpg,30783144,kitchen,1,2.4,2,0.85,True,kitchen,"The kitchen features basic, flat-panel laminate cabinetry, laminate countertops, and a mix of dated white and black appliances. The compact layout and lack of modern updates place this in the basic/dated category, though it appears clean and functional.",2894,975,0,0,871,9.025,0.013116,
gemini-3.5-flash,gemini-3.5-flash,images/338705381/338705381_12.jpg,338705381,bathroom,1,5.8,6,0.9,True,bathroom,"This bathroom features premium materials including real marble slab wall cladding, herringbone marble floor tile, and a high-end mid-century modern wood vanity. The frameless glass walk-in shower is equipped with upscale fixtures, and the cohesive, designer-level styling elevates it to an upscale standard.",3023,943,0,0,830,6.854,0.013022,
gemini-3.5-flash,gemini-3.5-flash,images/245026215/245026215_13.jpg,245026215,bathroom,1,3.0,3,0.9,True,bathroom,"This bathroom features a standard tub-shower combo with basic square wall tiling and a simple white vanity with an integrated sink. The black-and-white mosaic floor tile and flushometer toilet indicate an older, pre-war style that is clean and maintained but remains basic and dated in its layout and fixtures.",3023,464,0,0,348,5.242,0.008710,
gemini-3.5-flash,gemini-3.5-flash,images/30786133/30786133_10.jpg,30786133,kitchen,1,2.6,3,0.9,True,kitchen,"The kitchen is dated but well-maintained, featuring older wood cabinets, laminate countertops, and basic white appliances. The presence of a drop ceiling, wood wainscoting, and wallpaper further dates the space, placing it in the dated but maintained category.",2851,997,0,0,891,8.016,0.013250,
gemini-3.5-flash,gemini-3.5-flash,images/320253598/320253598_7.jpg,320253598,bathroom,1,4.0,4,0.9,True,bathroom,"This bathroom represents an updated mid-range renovation featuring a walk-in shower with a glass door and tiled wainscoting. While clean and cohesive, the finishes are standard retail-grade, including a basic white vanity, simple ceramic tiling, and a budget-friendly multi-bulb light fixture, keeping it firmly in the mid-range category.",3023,870,0,0,745,8.124,0.012365,
gemini-3.5-flash,gemini-3.5-flash,images/30783144/30783144_5.jpg,30783144,bathroom,1,3.0,3,0.9,True,bathroom,"The bathroom features a compact footprint with a standard tub-shower combo enclosed by a framed sliding glass door. The vanity, toilet, and fixtures are basic and dated but well-maintained, fitting the criteria for Level 3.",3066,543,0,0,443,5.081,0.009486,
gemini-3.5-flash,gemini-3.5-flash,images/244993376/244993376_7.jpg,244993376,bathroom,1,3.0,3,0.95,True,bathroom,"This is a compact bathroom featuring a standard tub-shower combo and a basic, small vanity. Although it has been refreshed with clean subway and herringbone tiling, the small footprint and standard fixtures cap its luxury level at Level 3.",3069,731,0,0,629,5.755,0.011182,
gemini-3.5-flash,gemini-3.5-flash,images/439578555/439578555_13.jpg,439578555,bathroom,1,3.3,3,0.9,True,bathroom,"This bathroom features a modern floating vanity, contemporary fixtures, and terrazzo-style tiled walls and flooring. While clean and updated, the compact footprint and standard materials represent a cosmetic refresh rather than a high-end luxury upgrade, aligning with Level 3 guidelines.",3023,796,0,0,690,6.997,0.011699,
gemini-3.5-flash,gemini-3.5-flash,images/245040272/245040272_11.jpg,245040272,bathroom,1,2.8,3,0.9,True,bathroom,"This is a compact, basic bathroom featuring a standard tub-shower combo with simple white subway tile and beadboard wainscoting. The small single vanity, basic fixtures, and institutional-style flushometer toilet represent a clean and maintained but very standard, budget-friendly design.",3039,499,0,0,388,5.285,0.009050,
gemini-3.5-flash,gemini-3.5-flash,images/245000657/245000657_10.jpg,245000657,bathroom,1,3.2,3,0.9,True,bathroom,"This is a cleanly updated but compact bathroom featuring a standard tub-shower combo with a curtain, which caps the luxury level. While it has modern updates like fully tiled walls, a contemporary toilet, and a clean vanity, the small footprint and basic layout align with Level 3.",3032,724,0,0,613,6.938,0.011064,
gemini-3.5-flash,gemini-3.5-flash,images/458844757/458844757_7.jpg,458844757,bathroom,1,4.6,5,0.9,True,bathroom,"The bathroom features a cohesive modern design with a frameless glass walk-in shower, a floating wood vanity, and a wall-mounted toilet. The fully tiled walls and contemporary fixtures elevate the space, though the compact footprint and use of large-format porcelain tiles instead of premium natural stone keep it at a high mid-range level.",3023,1068,0,0,946,8.011,0.014146,
gemini-3.5-flash,gemini-3.5-flash,images/2054934812/2054934812_19.jpg,2054934812,bathroom,1,2.6,3,0.9,True,bathroom,"The bathroom features a highly dated design with a basic oak vanity, integrated synthetic sink, and older square wall tiling with black trim. The presence of a standard tub-shower combo and dated wallpaper indicates a functional but basic and un-renovated space.",3039,848,0,0,742,8.994,0.012190,
gemini-3.5-flash,gemini-3.5-flash,images/79713844/79713844_13.jpg,79713844,bathroom,1,3.0,3,0.9,True,bathroom,"The bathroom features a standard pedestal sink, a basic tub-shower combo with standard white tiling, and a compact footprint. While clean and well-maintained, the fixtures, lighting, and materials are dated and builder-grade, aligning with Level 3.",3023,540,0,0,434,6.828,0.009395,
gemini-3.5-flash,gemini-3.5-flash,images/320251340/320251340_5.jpg,320251340,bathroom,1,3.3,3,0.9,True,bathroom,"This bathroom features a modern floating vanity, fully tiled walls, and contemporary fixtures, presenting a clean and updated aesthetic. However, the compact footprint and standard tub-shower combo with a shower curtain cap the luxury level at a mid-range standard refresh.",3023,605,0,0,499,4.838,0.009980,
gemini-3.5-flash,gemini-3.5-flash,images/89066621/89066621_5.jpg,89066621,bathroom,1,3.4,3,0.9,True,bathroom,"This bathroom features modern updates including a vessel sink, stone countertop, and contemporary wall tiling. However, it maintains a compact footprint with a standard tub-shower combo and a shower curtain rather than a glass enclosure, which caps its luxury level.",3069,788,0,0,685,6.307,0.011695,
