model,response_model,image_path,zpid,room_type,replicate,score,level,confidence,valid,room_type_judgment,reasoning,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,thought_tokens,latency_s,cost_usd,error
gemini-3.5-flash,gemini-3.5-flash,images/451821668/451821668_4.jpg,451821668,bedroom,1,4.8,5,0.9,True,bedroom,"The bedroom features premium floor-to-ceiling glass doors with modern black metal frames that open to a balcony, representing an above-standard permanent feature. However, the room's overall size is modest, and the walls, ceiling, and trim are simple and lack custom architectural detailing, placing it in the nicely renovated category.",3016,602,0,0,482,7.12,0.009942,
gemini-3.5-flash,gemini-3.5-flash,images/79488683/79488683_5.jpg,79488683,bedroom,1,4.0,4,0.9,True,bedroom,"The bedroom features clean, updated permanent finishes including well-maintained hardwood flooring and simple painted walls. The ceiling is plain with a standard ceiling fan, and the heating is provided by basic baseboard units, indicating a typical mid-range standard rather than upscale custom details.",3016,792,0,0,684,6.604,0.011652,
gemini-3.5-flash,gemini-3.5-flash,images/448006342/448006342_4.jpg,448006342,bedroom,1,4.2,4,0.9,True,bedroom,"The bedroom features clean, modern permanent finishes including light hardwood flooring, simple white walls with basic baseboards, and a large modern window. While nicely staged, the room lacks premium architectural details, custom millwork, or high-end fixtures, placing it firmly in the updated mid-range category.",3016,722,0,0,608,6.445,0.011022,
gemini-3.5-flash,gemini-3.5-flash,images/245015247/245015247_4.jpg,245015247,bedroom,1,4.6,5,0.85,True,bedroom,"The bedroom features well-maintained, classic narrow-plank hardwood flooring and character-rich pre-war architectural details like plaster ceiling beams and high baseboards. While the walls and lighting are relatively simple, the permanent structural elements and spacious layout elevate it slightly above a standard mid-range update.",3016,886,0,0,771,14.046,0.012498,
gemini-3.5-flash,gemini-3.5-flash,images/30718819/30718819_10.jpg,30718819,bedroom,1,3.8,4,0.85,True,bedroom,"The bedroom features modern elements such as recessed ceiling lights and a large, contemporary multi-pane window. However, the basic drywall finishes, simple trim, and worn, themed carpeting limit its luxury appeal to a standard mid-range level.",3016,919,0,0,816,8.293,0.012795,
gemini-3.5-flash,gemini-3.5-flash,images/338705381/338705381_11.jpg,338705381,bedroom,1,4.8,5,0.9,True,bedroom,"The bedroom features high-quality wide-plank hardwood flooring and a large, modern black-framed picture window that provides ample natural light. The clean, minimalist walls and smooth ceiling indicate a high-quality modern renovation or new construction, placing it in the nicely renovated category.",3016,558,0,0,448,5.475,0.009546,
gemini-3.5-flash,gemini-3.5-flash,images/2054934812/2054934812_14.jpg,2054934812,bedroom,1,2.8,3,0.85,True,bedroom,"The bedroom features basic permanent finishes, including plain plaster walls, standard trim, and a basic ceiling fan. The original hardwood flooring is heavily worn with extensive dark spotting or staining, indicating it needs refinishing, which places the room in the dated/worn category.",3016,662,0,0,554,16.176,0.010482,
gemini-3.5-flash,gemini-3.5-flash,images/320252928/320252928_7.jpg,320252928,bedroom,1,5.0,5,0.9,True,bedroom,"The bedroom features high-quality wide-plank hardwood flooring, a painted brick accent wall, and modern recessed lighting. The large black-framed window and updated trim/doors further elevate the space beyond a standard mid-range renovation.",3016,757,0,0,655,6.855,0.011337,
gemini-3.5-flash,gemini-3.5-flash,images/439578555/439578555_17.jpg,439578555,bedroom,1,4.3,4,0.85,True,bedroom,"The bedroom features clean, modern finishes with plain white walls, recessed lighting, and a glass door leading to an outdoor patio. The presence of a wall-mounted mini-split AC and the compact size of the room align it with an updated mid-range standard.",3016,560,0,0,451,9.356,0.009564,
gemini-3.5-flash,gemini-3.5-flash,images/300074943/300074943_5.jpg,300074943,bedroom,1,4.8,5,0.9,True,bedroom,"The bedroom features high-quality dark wood flooring and a large, modern black-framed window that provides ample natural light. However, the walls and ceiling are plain with standard heights and no decorative trim or built-in features, keeping it in the nicely renovated mid-to-high range.",3016,813,0,0,700,7.184,0.011841,
gemini-3.5-flash,gemini-3.5-flash,images/458844757/458844757_2.jpg,458844757,bedroom,1,4.8,5,0.9,True,bedroom,"The bedroom features a premium permanent element in the form of a full exposed brick accent wall, complemented by recessed ceiling lights and a deep-set wood-framed window. While the room is compact in scale, the high-quality modern finishes and architectural character elevate it to a nicely renovated level.",3016,862,0,0,749,7.47,0.012282,
gemini-3.5-flash,gemini-3.5-flash,images/444358981/444358981_11.jpg,444358981,bedroom,1,3.8,4,0.9,True,bedroom,"The bedroom features clean, refinished hardwood flooring and freshly painted neutral walls, representing a standard updated mid-range space. However, the permanent fixtures are basic, including standard six-panel doors, simple bi-fold closet doors, and a plain flush-mount ceiling light.",3016,483,0,0,373,5.724,0.008871,
gemini-3.5-flash,gemini-3.5-flash,images/30599448/30599448_10.jpg,30599448,bedroom,1,5.3,5,0.85,True,bedroom,"The bedroom features high ceilings and significant historic architectural character, highlighted by three large windows with substantial dark wood trim and paneling, alongside a decorative fireplace mantel. While these permanent features are highly desirable and elevate the room above standard mid-range, the original hardwood flooring and plain plaster walls keep it within the nicely renovated, above-average tier.",3016,816,0,0,692,8.982,0.011868,
gemini-3.5-flash,gemini-3.5-flash,images/458844757/458844757_1.jpg,458844757,living_room,1,4.2,4,0.9,True,living_room,"The room features clean, modern hardwood flooring, recessed lighting, and simple painted walls, characteristic of an updated mid-range space. The presence of a wall-mounted mini-split AC unit and an exposed red sprinkler pipe are functional elements rather than premium architectural details. The overall permanent finishes align with Level 4, despite the stylish staging and furniture.",3024,701,0,0,574,6.166,0.010845,
gemini-3.5-flash,gemini-3.5-flash,images/459718105/459718105_1.jpg,459718105,living_room,1,5.0,5,0.85,True,living_room,"The living room features high-quality light hardwood flooring, a modern tray ceiling with recessed lighting, and large black-framed windows that provide ample natural light. The clean, minimalist architectural lines and open layout with a modern stair railing elevate it above standard mid-range finishes.",3024,665,0,0,553,6.65,0.010521,
gemini-3.5-flash,gemini-3.5-flash,images/245523004/245523004_4.jpg,245523004,living_room,1,4.5,4,0.85,True,living_room,"The living room features updated dark hardwood flooring and a modern tray ceiling detail with recessed lighting. However, the presence of a wall-mounted mini-split AC unit, standard window frames, and plain walls keep it in the updated mid-range category.",3024,691,0,0,598,6.745,0.010755,
gemini-3.5-flash,gemini-3.5-flash,images/320252928/320252928_12.jpg,320252928,living_room,1,5.0,5,0.9,True,living_room,"The living room is spacious with updated light wood flooring, painted brick accent walls, and multiple recessed ceiling lights. While it features attractive French doors and multi-pane windows, the standard ceiling height and lack of custom millwork or premium architectural features keep it at a nicely renovated level.",3024,824,0,0,726,7.78,0.011952,
gemini-3.5-flash,gemini-3.5-flash,images/320251340/320251340_3.jpg,320251340,living_room,1,5.3,5,0.85,True,living_room,"The living room features high-quality wide-plank wood flooring and a substantial custom built-in unit with wood-grain lower cabinets and white shelving. Large, near floor-to-ceiling windows provide excellent natural light, elevating the space beyond standard finishes to a nicely renovated level.",3024,898,0,0,798,7.202,0.012618,
gemini-3.5-flash,gemini-3.5-flash,images/79488683/79488683_1.jpg,79488683,living_room,1,4.0,4,0.9,True,living_room,"The living room features clean, updated permanent finishes including standard hardwood flooring and plain painted drywall without crown molding or decorative trim. The ceiling height is standard with a basic ceiling fan, and the window is of average size and design. While nicely staged with coordinated furniture, the underlying architectural elements are typical of a standard mid-range renovation.",3024,643,0,0,535,8.289,0.010323,
gemini-3.5-flash,gemini-3.5-flash,images/122588155/122588155_2.jpg,122588155,living_room,1,5.0,5,0.85,True,living_room,"The room features high-quality historic permanent elements, including a large ornate wooden fireplace mantel, deep wood trim around a bay window, parquet wood flooring, and crown molding. While the wallpaper and exposed radiator pipe show some age, the underlying architectural bones and millwork are genuinely above standard.",3024,950,0,0,835,11.834,0.013086,
gemini-3.5-flash,gemini-3.5-flash,images/245015247/245015247_1.jpg,245015247,living_room,1,4.3,4,0.9,True,living_room,"The living room features classic pre-war architectural details, including a beamed ceiling, high baseboards, and a large steel casement window. However, the presence of an exposed radiator and a window AC unit reflects standard, non-luxury mechanical systems, placing the room in the updated mid-range category.",3024,927,0,0,809,7.372,0.012879,
gemini-3.5-flash,gemini-3.5-flash,images/443617919/443617919_14.jpg,443617919,living_room,1,7.2,7,0.9,True,living_room,"This living room features high-end architectural details including a custom recessed tray ceiling with integrated cove lighting, rounded structural columns with decorative trim, and extensive built-in shelving. The expansive floor-to-ceiling windows offer premium waterfront views, and the high-quality wood flooring completes the luxury aesthetic.",3024,718,0,0,616,6.367,0.010998,
gemini-3.5-flash,gemini-3.5-flash,images/444358981/444358981_4.jpg,444358981,living_room,1,3.5,4,0.8,True,living_room,"The living room features vaulted ceilings with recessed lighting and hardwood flooring, which are positive permanent features. However, the presence of visible baseboard heating units, a wall-mounted AC unit, and basic vertical blinds keeps the overall luxury level in the mid-to-low range.",3024,696,0,0,584,6.433,0.010800,
gemini-3.5-flash,gemini-3.5-flash,images/245026136/245026136_2.jpg,245026136,living_room,1,3.5,4,0.85,True,living_room,"The living room features basic permanent finishes, including standard flat drywall, simple oak baseboards, and a plain flush entry door. The ceiling is low and lacks any architectural detail or molding, placing the structural quality in the basic to moderately updated range.",3040,830,0,0,723,7.549,0.012030,
gemini-3.5-flash,gemini-3.5-flash,images/245060365/245060365_1.jpg,245060365,living_room,1,4.3,4,0.9,True,living_room,"The living room features classic parquet wood flooring, clean painted walls with simple crown molding, and an arched doorway leading to an adjacent dining area. While well-maintained and neatly presented, the permanent architectural features are standard for a mid-range apartment, lacking high-end custom millwork, fireplaces, or expansive windows.",3024,754,0,0,634,6.073,0.011322,
gemini-3.5-flash,gemini-3.5-flash,images/457610719/457610719_1.jpg,457610719,living_room,1,4.3,4,0.9,True,living_room,"The living room features clean, modern finishes including light wood-look flooring, simple painted walls, and standard recessed lighting. While the space is newly updated and well-staged, it lacks premium architectural details such as crown molding, a fireplace, or custom built-ins, placing it in the updated mid-range category.",3024,738,0,0,616,8.647,0.011178,
gemini-3.5-flash,gemini-3.5-flash,images/455580860/455580860_1.jpg,455580860,living_room,1,5.2,5,0.85,True,living_room,"The room features high-quality wide-plank hardwood flooring and a large, premium black-framed multi-pane window wall that provides abundant natural light. While the finishes are clean and modern with recessed lighting, the lack of architectural details like crown molding, a fireplace, or custom built-ins keeps it at a nicely renovated Level 5.",3024,875,0,0,748,7.454,0.012411,
gemini-3.5-flash,gemini-3.5-flash,images/119987338/119987338_11.jpg,119987338,living_room,1,4.0,4,0.9,True,living_room,"The living room features updated dark wood flooring and clean, neutral painted walls, representing a standard modern renovation. It lacks premium permanent architectural details such as crown molding, built-ins, or a fireplace, keeping it firmly in the mid-range category.",3024,685,0,0,593,6.56,0.010701,
gemini-3.5-flash,gemini-3.5-flash,images/244993376/244993376_2.jpg,244993376,living_room,1,4.5,5,0.85,True,living_room,"The living room features well-maintained hardwood flooring, clean plaster walls with simple trim, and charming architectural details like an arched doorway and multi-pane French doors. While the space is highly styled with modern staging, the permanent finishes themselves represent a nicely updated mid-range to slightly above-standard quality.",3024,1010,0,0,892,13.65,0.013626,
gemini-3.5-flash,gemini-3.5-flash,images/79713844/79713844_2.jpg,79713844,living_room,1,3.4,3,0.85,True,living_room,"The room features basic hardwood flooring and simple painted walls with standard baseboards. The ceiling is flat with a basic flush-mount light fixture, and there is a simple decorative fireplace mantel on a plain wall, representing a clean but very basic, un-upgraded space.",3024,835,0,0,723,6.401,0.012051,
gemini-3.5-flash,gemini-3.5-flash,images/245000657/245000657_3.jpg,245000657,living_room,1,3.2,3,0.9,True,living_room,"The living room features basic wood-look flooring, plain painted walls with simple crown molding, and standard ceiling heights with no architectural details. The window and lighting are builder-grade, and there are no premium permanent features like built-ins or a fireplace, placing it in the dated but maintained category.",3024,726,0,0,609,7.064,0.011070,
gemini-3.5-flash,gemini-3.5-flash,images/30786133/30786133_1.jpg,30786133,living_room,1,2.2,2,0.9,True,living_room,"The living room features highly worn parquet flooring with significant finish loss, a dated drop-tile ceiling, and basic painted walls with exposed wiring. The overall aesthetic is basic and worn, with dated elements like the wooden slat room divider and exposed heating units, placing it in the Level 2 category.",3024,749,0,0,647,8.638,0.011277,
gemini-3.5-flash,gemini-3.5-flash,images/2079507264/2079507264_5.jpg,2079507264,living_room,1,5.7,6,0.85,True,living_room,"The living room features premium herringbone hardwood flooring and extensive custom floating wood shelving and cabinetry along the main wall. Large black-framed glass doors provide ample natural light, though the ceiling is relatively standard with basic recessed lighting.",3024,847,0,0,746,7.197,0.012159,
gemini-3.5-flash,gemini-3.5-flash,images/30718819/30718819_4.jpg,30718819,living_room,1,5.0,5,0.85,True,living_room,"The living room features high-quality wide-plank hardwood flooring and an appealing architectural cutout showcasing a modern open-riser staircase. While the walls are plain drywall without decorative millwork, the upgraded lighting and clean contemporary lines elevate it to a nicely renovated standard.",3024,783,0,0,686,7.376,0.011583,
gemini-3.5-flash,gemini-3.5-flash,images/320253598/320253598_8.jpg,320253598,living_room,1,3.8,4,0.9,True,living_room,"The room features clean, modern finishes with plain painted drywall, recessed lighting, and basic tile flooring, characteristic of a finished basement or lower-level family room. The permanent architectural elements are simple, lacking custom millwork, fireplaces, or premium window designs, while the stylish appearance is primarily driven by temporary staging and furniture.",3024,883,0,0,762,7.554,0.012483,
gemini-3.5-flash,gemini-3.5-flash,images/338705381/338705381_1.jpg,338705381,living_room,1,6.0,6,0.9,True,living_room,"The living room features premium permanent finishes, including high-quality wide-plank hardwood flooring and a clean, modern ceiling with integrated linear slot HVAC diffusers. The open-concept layout and custom floating walnut cabinetry further elevate the space to an upscale, designer level.",3024,705,0,0,595,5.888,0.010881,
gemini-3.5-flash,gemini-3.5-flash,images/30785005/30785005_2.jpg,30785005,living_room,1,3.5,4,0.8,True,living_room,"The living room features standard hardwood flooring and plain painted walls with basic trim. The ceiling is flat with simple recessed lights and a standard ceiling fan, lacking any decorative molding or architectural interest. The windows and overall layout represent a well-maintained but basic, mid-range standard.",3024,889,0,0,777,7.628,0.012537,
gemini-3.5-flash,gemini-3.5-flash,images/338701821/338701821_1.jpg,338701821,living_room,1,5.5,6,0.9,True,living_room,"The living room features high-quality wide-plank wood flooring, high ceilings with a structural beam, and a substantial custom floor-to-ceiling built-in bookcase. The large double-hung windows provide ample natural light, elevating the space to an upscale, well-renovated standard.",3024,968,0,0,851,7.97,0.013248,
gemini-3.5-flash,gemini-3.5-flash,images/68313646/68313646_1.jpg,68313646,living_room,1,4.7,5,0.85,True,living_room,"The living room features high loft-style ceilings with exposed structural beams and large industrial-style windows that provide abundant natural light. While the hardwood flooring is of good quality, the walls are plain drywall with basic trim and no custom millwork or architectural features, placing it in the upper mid-range category.",3024,799,0,0,680,6.912,0.011727,
gemini-3.5-flash,gemini-3.5-flash,images/245026215/245026215_1.jpg,245026215,living_room,1,3.4,3,0.85,True,living_room,"The living room features dated parquet wood flooring and a window air conditioning unit, which represent older, standard apartment finishes. The walls and ceiling are plain with basic trim and no architectural details, though they are clean and well-maintained. The modern furniture and staging present well but do not elevate the permanent structural quality beyond a basic, maintained level.",3024,760,0,0,634,6.605,0.011376,
gemini-3.5-flash,gemini-3.5-flash,images/30599448/30599448_4.jpg,30599448,living_room,1,4.5,5,0.7,True,living_room,"The image features a highly ornate, historic carved wood fireplace mantel with decorative tiles and an embossed brass screen, complemented by substantial wood baseboards. However, because the view is extremely limited and the rest of the room's permanent features are out of frame, the score is calibrated conservatively.",3024,720,0,0,606,6.565,0.011016,
gemini-3.5-flash,gemini-3.5-flash,images/72670045/72670045_hero.jpg,72670045,living_room,1,4.2,4,0.9,True,living_room,"The living room features well-maintained hardwood flooring with a decorative border inlay and clean, painted walls with a simple accent color. However, the architectural elements remain standard mid-range, with basic window trim, standard ceiling height, and an absence of permanent built-ins or crown molding.",3024,740,0,0,626,6.24,0.011196,
gemini-3.5-flash,gemini-3.5-flash,images/448006342/448006342_1.jpg,448006342,living_room,1,4.0,4,0.9,True,living_room,"The living room features clean, modern finishes including light hardwood flooring, recessed lighting, and plain white walls with simple baseboards. The lack of architectural details like crown molding, built-ins, or a fireplace, combined with a visible wall-mounted mini-split AC unit, keeps this space firmly in the updated mid-range category.",3024,767,0,0,643,7.866,0.011439,
gemini-3.5-flash,gemini-3.5-flash,images/64547202/64547202_4.jpg,64547202,living_room,1,3.2,3,0.9,True,living_room,"The living room features standard hardwood flooring and plain painted walls without crown molding or decorative trim. The presence of a through-wall air conditioning unit, baseboard heating, and basic flush-mount ceiling fixtures indicates a dated but maintained space consistent with mid-to-low-range finishes.",3024,779,0,0,665,11.96,0.011547,
gemini-3.5-flash,gemini-3.5-flash,images/30783144/30783144_1.jpg,30783144,living_room,1,3.5,4,0.8,True,living_room,"The living room features clean, updated laminate or light wood flooring, but the overall architecture remains basic with standard ceiling heights and plain drywall. The large mirrored accent wall is a dated feature, and there is a lack of premium millwork, crown molding, or custom architectural details.",3067,805,0,0,693,9.86,0.011846,
gemini-3.5-flash,gemini-3.5-flash,images/457917688/457917688_14.jpg,457917688,living_room,1,2.5,3,0.8,True,living_room,"The room features basic, builder-grade finishes with dated baseboard heating and plain drywall. The faux-stone trim around the window is a low-quality DIY element, and the overall architectural detail is minimal with standard ceiling heights.",3024,666,0,0,563,9.159,0.010530,
gemini-3.5-flash,gemini-3.5-flash,images/111711535/111711535_2.jpg,111711535,living_room,1,3.2,3,0.9,True,living_room,"The living room features basic, dated parquet wood flooring and plain white drywall with no architectural trim or crown molding. The standard windows and through-the-wall radiator/AC unit are typical of a basic apartment, lacking any premium permanent upgrades.",3024,926,0,0,820,7.628,0.012870,
gemini-3.5-flash,gemini-3.5-flash,images/347205007/347205007_10.jpg,347205007,living_room,1,4.3,4,0.9,True,living_room,"The living room features clean, modern finishes including light wood-look flooring, recessed ceiling lights, and stylish black-framed windows and patio doors. However, the space lacks premium architectural details such as crown molding, a fireplace, or custom millwork, keeping it in the updated mid-range category.",3024,1010,0,0,893,9.059,0.013626,
gemini-3.5-flash,gemini-3.5-flash,images/347275053/347275053_9.jpg,347275053,living_room,1,5.8,6,0.85,True,living_room,"The living room features premium large-format polished tile flooring and an extensive custom wood-paneled feature wall with integrated shelving and cabinetry. The open-concept space is modern and well-finished, though it lacks double-height ceilings or grand architectural details that would push it into the highest luxury tiers.",3024,873,0,0,755,7.896,0.012393,
gemini-3.5-flash,gemini-3.5-flash,images/89066621/89066621_hero.jpg,89066621,living_room,1,4.7,5,0.85,True,living_room,"The living room features high-quality dark wood flooring and large windows offering an impressive city skyline view. However, the walls and ceiling are plain drywall with minimal trim or architectural detailing, keeping the permanent structural luxury at a high mid-range level.",3024,799,0,0,707,10.876,0.011727,
gemini-3.5-flash,gemini-3.5-flash,images/2054934812/2054934812_12.jpg,2054934812,living_room,1,2.4,2,0.9,True,living_room,"The room is a basic, empty functional shell featuring standard hardwood flooring and plain painted walls with simple baseboards. There are no architectural details, moldings, fireplaces, or built-ins, representing a very entry-level, un-upgraded space.",3052,1017,0,0,910,9.334,0.013731,
