model,response_model,image_path,zpid,room_type,replicate,score,level,confidence,valid,room_type_judgment,reasoning,input_tokens,output_tokens,cached_input_tokens,cache_write_tokens,thought_tokens,latency_s,cost_usd,error
gemini-3.5-flash,gemini-3.5-flash,images/439578555/439578555_5.jpg,439578555,kitchen,1,4.8,5.0,0.85,True,kitchen,"This compact kitchen features high-quality minimalist flat-panel wood cabinetry, including a panel-ready integrated refrigerator. The clean design is elevated by a matching solid-surface countertop and full-height slab backsplash, though the single-wall layout lacks a built-in island.",2872.0,755.0,0.0,0.0,645.0,6.442,0.011103,
gemini-3.5-flash,gemini-3.5-flash,images/448006342/448006342_3.jpg,448006342,kitchen,1,5.4,5.0,0.9,True,kitchen,"This compact kitchen features high-end custom cabinetry with integrated panel-ready appliances and a warm wood accent niche. The island is finished with a premium quartz waterfall countertop, matching slab backsplash, and a minimalist matte black faucet, elevating it well above a standard mid-range renovation.",2872.0,818.0,0.0,0.0,708.0,6.787,0.01167,
gemini-3.5-flash,gemini-3.5-flash,images/245040272/245040272_12.jpg,245040272,kitchen,1,2.6,3.0,0.9,True,kitchen,"This is a narrow galley kitchen featuring basic white flat-panel cabinets, laminate countertops, and standard white appliances. While clean and maintained, the materials and compact layout represent a basic, dated standard.",2900.0,650.0,0.0,0.0,556.0,6.983,0.0102,
gemini-3.5-flash,gemini-3.5-flash,images/68313646/68313646_2.jpg,68313646,kitchen,1,5.2,5.0,0.9,True,kitchen,"This kitchen features high-end elements that elevate it above a standard renovation, including premium stainless steel appliances like a Sub-Zero style refrigerator and built-in wine cooler, a thick-mitered dark stone island countertop, and sleek flat-panel cabinetry. The modern design is cohesive and upscale, though the overall footprint remains somewhat compact.",2872.0,810.0,0.0,0.0,687.0,7.124,0.011598,
gemini-3.5-flash,gemini-3.5-flash,images/245060365/245060365_5.jpg,245060365,kitchen,1,4.3,4.0,0.9,True,kitchen,"This galley kitchen represents a high-quality modern renovation featuring sleek flat-panel cabinetry, quartz countertops, and a full-height elongated subway tile backsplash. While the finishes are clean and cohesive, the compact galley layout without an island and standard stainless steel appliances align it with a Level 4 standard updated mid-range classification.",2872.0,867.0,0.0,0.0,748.0,7.196,0.012111,
gemini-3.5-flash,gemini-3.5-flash,images/320255113/320255113_3.jpg,320255113,kitchen,1,3.8,4.0,0.85,True,kitchen,"The kitchen features a modern two-tone cabinet design with a matching stone countertop and full-height backsplash. However, the compact L-shaped layout lacks an island, the appliances are standard mid-range, and the overall space is constrained, keeping it at a solid mid-range level.",2872.0,830.0,0.0,0.0,716.0,7.703,0.011778,
gemini-3.5-flash,gemini-3.5-flash,images/347205007/347205007_16.jpg,347205007,kitchen,1,4.5,5.0,0.9,True,kitchen,"This kitchen features a modern, cohesive renovation with sleek two-tone flat-panel cabinetry, quartz countertops, and a matching full-height slab backsplash. While the stainless steel appliances are standard mid-range, the clean design, recessed lighting, and slab backsplash elevate it slightly above a basic Level 4 renovation.",2872.0,957.0,0.0,0.0,840.0,7.652,0.012921,
gemini-3.5-flash,gemini-3.5-flash,images/452935685/452935685_5.jpg,452935685,kitchen,1,2.0,2.0,0.95,True,kitchen,"The kitchen features highly dated flat-panel wood cabinetry, laminate countertops, and older appliances. The vinyl tile flooring, wood wall paneling, and overall worn condition represent a basic, un-renovated space consistent with Level 2.",2872.0,758.0,0.0,0.0,654.0,7.713,0.01113,
gemini-3.5-flash,gemini-3.5-flash,images/2054934812/2054934812_3.jpg,2054934812,kitchen,1,2.2,2.0,0.9,True,kitchen,"The kitchen features highly dated finishes including patterned wallpaper, worn vinyl flooring, and basic wood cabinetry with laminate countertops. While clean and maintained, the materials and overall design are obsolete and represent a basic, dated standard.",2900.0,329.0,0.0,0.0,232.0,8.393,0.007311,
gemini-3.5-flash,gemini-3.5-flash,images/457610719/457610719_3.jpg,457610719,kitchen,1,4.6,5.0,0.9,True,kitchen,"This compact kitchen features high-quality modern finishes, highlighted by a premium full-height quartz slab backsplash that wraps into the window frame. While it lacks an island due to space constraints, the upgraded Bosch dishwasher, sleek angled range hood, and seamless flat-panel cabinetry elevate it above a standard mid-range renovation.",2872.0,995.0,0.0,0.0,877.0,8.385,0.013263,
gemini-3.5-flash,gemini-3.5-flash,images/2079507264/2079507264_7.jpg,2079507264,kitchen,1,5.5,6.0,0.9,True,kitchen,"This kitchen features high-end designer finishes including a marble waterfall island, premium high-gloss flat-panel cabinetry, and upscale appliances like a professional gas range. The dark wood herringbone flooring and modern pendant lighting further elevate the space, though its compact footprint keeps it from the highest tiers.",2872.0,1073.0,0.0,0.0,961.0,8.98,0.013965,
gemini-3.5-flash,gemini-3.5-flash,images/245523004/245523004_2.jpg,245523004,kitchen,1,5.7,6.0,0.9,True,kitchen,"This kitchen features upscale modern finishes, including high-end flat-panel cabinetry and premium black natural-stone slabs with dramatic white veining used for the countertops, full-height backsplash, and waterfall island. The integrated look is complemented by designer pendant lighting and professional-grade appliances, elevating it well above a standard mid-range renovation.",2872.0,790.0,0.0,0.0,668.0,10.654,0.011418,
gemini-3.5-flash,gemini-3.5-flash,images/320251340/320251340_1.jpg,320251340,kitchen,1,4.8,5.0,0.85,True,kitchen,"This compact kitchen features high-end modern finishes, including seamless flat-panel wood cabinetry with an integrated panel-ready refrigerator. The design is elevated by a textured 3D tile backsplash, clean quartz countertops, and premium fixtures, pushing it into the upper-mid range despite its limited footprint.",2918.0,704.0,0.0,0.0,589.0,5.353,0.010713,
gemini-3.5-flash,gemini-3.5-flash,images/338705381/338705381_2.jpg,338705381,kitchen,1,5.7,6.0,0.9,True,kitchen,"This kitchen features high-end designer finishes, including a premium stone countertop with a waterfall edge and a matching full-height slab backsplash. The custom flat-panel cabinetry with integrated appliances and minimalist hardware elevates it well beyond a standard renovation, though its compact U-shaped layout keeps it from the highest tier.",2872.0,821.0,0.0,0.0,705.0,6.227,0.011697,
gemini-3.5-flash,gemini-3.5-flash,images/459718105/459718105_2.jpg,459718105,kitchen,1,4.2,4.0,0.9,True,kitchen,"This kitchen features a clean, modern renovation with flat-panel grey upper cabinets, wood-toned island cabinetry, and white quartz countertops. The standard stainless steel appliances, glossy tile backsplash, and compact layout represent a well-executed mid-range update consistent with Level 4.",2872.0,826.0,0.0,0.0,716.0,5.971,0.011742,
gemini-3.5-flash,gemini-3.5-flash,images/338701821/338701821_3.jpg,338701821,kitchen,1,5.2,5.0,0.9,True,kitchen,"This kitchen features premium upgrades that elevate it above a standard mid-range renovation, including a full-height natural stone slab backsplash matching the countertops, a panel-ready integrated refrigerator, and stacked cabinetry extending to the ceiling with glass-front uppers. While it lacks a large island or the generous scale typical of Level 6, the high-end finishes and integrated appliances firmly place it in the Level 5 category.",2872.0,783.0,0.0,0.0,644.0,5.585,0.011355,
gemini-3.5-flash,gemini-3.5-flash,images/64547202/64547202_7.jpg,64547202,kitchen,1,2.7,3.0,0.9,True,kitchen,"The kitchen features basic white appliances, including a top-freezer refrigerator, paired with simple white cabinetry and laminate countertops. While it is clean and maintained with an added mosaic tile backsplash, the compact layout, basic dome lighting, and standard materials represent a dated, entry-level finish.",2872.0,993.0,0.0,0.0,881.0,6.974,0.013245,
gemini-3.5-flash,gemini-3.5-flash,images/443617919/443617919_2.jpg,443617919,kitchen,1,6.0,6.0,0.9,True,kitchen,"This kitchen features high-end custom flat-panel cabinetry with integrated, panel-ready appliances that blend seamlessly into the wood wall. The island and back counter are topped with premium stone slabs, complemented by a matching full-height stone backsplash. The custom curved island base and minimalist designer aesthetic represent an upscale, high-quality execution.",2872.0,855.0,0.0,0.0,734.0,6.595,0.012003,
gemini-3.5-flash,gemini-3.5-flash,images/455580860/455580860_5.jpg,455580860,kitchen,1,5.6,6.0,0.9,True,kitchen,"This kitchen features high-end finishes including double-stacked light wood cabinetry extending to the ceiling, a premium professional-style range and hood, and integrated appliances. The white stone countertops feature a waterfall edge on the peninsula and are paired with a matching full-height slab backsplash, elevating it well above a standard renovation.",2872.0,906.0,0.0,0.0,788.0,6.315,0.012462,
gemini-3.5-flash,gemini-3.5-flash,images/300074943/300074943_3.jpg,300074943,kitchen,1,6.2,6.0,0.95,True,kitchen,"This kitchen features high-end custom cabinetry with grain-matched wood veneer that extends to a matching wall panel and ceiling alcove. It includes premium natural stone countertops with a waterfall edge on the island, a matching full-height slab backsplash, and high-end integrated appliances. The sophisticated, cohesive designer finishes and custom architectural integration elevate it to an upscale level.",2872.0,764.0,0.0,0.0,636.0,7.802,0.011184,
gemini-3.5-flash,gemini-3.5-flash,images/30599448/30599448_6.jpg,30599448,kitchen,1,4.6,5.0,0.85,True,kitchen,"This compact kitchen features a stylish renovation with shaker cabinets in a custom blue finish, brass hardware, an apron-front farmhouse sink, and an upgraded professional-style blue gas range. While it lacks an island and has a simple single-wall layout, the cohesive design choices and upgraded appliances elevate it slightly above a standard mid-range renovation.",2897.0,1029.0,0.0,0.0,905.0,7.101,0.013607,
gemini-3.5-flash,gemini-3.5-flash,images/320253598/320253598_2.jpg,320253598,kitchen,1,4.6,5.0,0.9,True,kitchen,"This kitchen features a modern, high-quality renovation with glossy two-tone cabinetry, a distinctive geometric tile backsplash, and white quartz countertops featuring a premium waterfall edge on the peninsula. While the layout is compact without a central island, the upgraded finishes and cohesive contemporary design elevate it above a standard mid-range renovation.",2872.0,1054.0,0.0,0.0,936.0,6.607,0.013794,
gemini-3.5-flash,gemini-3.5-flash,images/72670045/72670045_5.jpg,72670045,kitchen,1,3.8,4.0,0.85,True,kitchen,"This is a compact galley kitchen that has been updated with a modern, cohesive aesthetic featuring flat-panel lower cabinets, glass-front upper cabinets, and butcher block countertops. While stylish, the small footprint, lack of an island, and standard white appliances align it with a mid-range Level 4 renovation.",2918.0,845.0,0.0,0.0,727.0,6.85,0.011982,
gemini-3.5-flash,gemini-3.5-flash,images/449031388/449031388_1.jpg,449031388,kitchen,1,4.0,4.0,0.95,True,kitchen,"This is a standard modern renovation featuring white shaker cabinets, quartz countertops, and stainless steel appliances in a galley layout. The vibrant blue subway tile backsplash adds a custom touch, but the overall materials and compact footprint align perfectly with a solid mid-range update.",2872.0,616.0,0.0,0.0,509.0,5.538,0.009852,
gemini-3.5-flash,gemini-3.5-flash,images/30785005/30785005_12.jpg,30785005,kitchen,1,4.8,5.0,0.85,True,kitchen,"The kitchen features high-quality traditional dark wood cabinetry with crown molding and a matching custom range hood. It includes granite countertops, a tiled backsplash, and a small matching island with seating. While the style is somewhat dated and the layout is compact, the permanent materials and built-in appliances elevate it above a standard mid-range renovation.",2872.0,963.0,0.0,0.0,840.0,6.085,0.012975,
gemini-3.5-flash,gemini-3.5-flash,images/79713844/79713844_10.jpg,79713844,kitchen,1,2.3,2.0,0.9,True,kitchen,"The kitchen features basic, dated finishes including laminate countertops, older white appliances, and a simple square tile backsplash. The raised-panel cabinets and compact layout represent a standard entry-level or builder-grade setup that is functional but lacks modern updates.",2872.0,758.0,0.0,0.0,654.0,5.734,0.01113,
gemini-3.5-flash,gemini-3.5-flash,images/457917688/457917688_2.jpg,457917688,kitchen,1,4.0,4.0,0.9,True,kitchen,"This kitchen represents a standard modern mid-range renovation featuring flat-panel two-tone cabinetry, stainless steel appliances, and a linear mosaic tile backsplash. The compact L-shaped layout lacks an island or premium custom features that would elevate it to a higher tier.",2872.0,812.0,0.0,0.0,705.0,5.697,0.011616,
gemini-3.5-flash,gemini-3.5-flash,images/111711535/111711535_5.jpg,111711535,kitchen,1,4.0,4.0,0.9,True,kitchen,"This galley kitchen represents a standard modern renovation with shaker-style wood cabinetry, dark granite countertops, and stainless steel appliances. The layout is compact but functional, featuring a stone-tile backsplash and neutral tile flooring that align well with mid-range expectations.",2872.0,589.0,0.0,0.0,499.0,4.898,0.009609,
gemini-3.5-flash,gemini-3.5-flash,images/79488683/79488683_2.jpg,79488683,kitchen,1,4.2,4.0,0.9,True,kitchen,"This kitchen represents a standard modern renovation with shaker-style cabinets, quartz countertops, and a stylish herringbone tile backsplash. While cohesive and well-designed with updated lighting and stainless steel appliances, its compact peninsula layout and standard materials keep it firmly in the mid-range category.",2872.0,649.0,0.0,0.0,540.0,5.22,0.010149,
gemini-3.5-flash,gemini-3.5-flash,images/122588155/122588155_7.jpg,122588155,kitchen,1,3.2,3.0,0.9,True,kitchen,"The kitchen features dated raised-panel wood cabinetry and a mismatched white dishwasher alongside newer stainless steel appliances. While it has granite countertops, the compact layout, older styling, and lack of cohesive modern finishes align it with a well-maintained but dated Level 3.",2872.0,704.0,0.0,0.0,597.0,5.747,0.010644,
gemini-3.5-flash,gemini-3.5-flash,images/245026215/245026215_2.jpg,245026215,kitchen,1,4.0,4.0,0.9,True,kitchen,"This is a classic galley kitchen featuring a standard modern renovation with white shaker cabinets, gray quartz countertops, and stainless steel appliances. The compact layout lacks an island or premium custom finishes, placing it firmly in the mid-range category.",2872.0,542.0,0.0,0.0,440.0,4.218,0.009186,
gemini-3.5-flash,gemini-3.5-flash,images/245000657/245000657_7.jpg,245000657,kitchen,1,3.8,4.0,0.9,True,kitchen,"This is a compact galley kitchen featuring a modern update with flat-panel white cabinets, stainless steel appliances, and a distinctive 3D geometric tile backsplash. While the finishes are updated and cohesive, the extremely limited counter space and cramped layout keep it firmly in the mid-range category.",2872.0,703.0,0.0,0.0,591.0,5.461,0.010635,
gemini-3.5-flash,gemini-3.5-flash,images/244993376/244993376_6.jpg,244993376,kitchen,1,3.7,4.0,0.85,True,kitchen,"This compact single-wall kitchen features updated shaker-style cabinetry with glass-front uppers, a modern herringbone tile backsplash, and solid-surface countertops. However, its luxury level is limited by its very small footprint, lack of an island, and basic white appliances rather than stainless steel or integrated options.",2872.0,782.0,0.0,0.0,665.0,5.871,0.011346,
gemini-3.5-flash,gemini-3.5-flash,images/320252928/320252928_3.jpg,320252928,kitchen,1,4.7,5.0,0.9,True,kitchen,"This kitchen represents a high-quality modern renovation featuring shaker-style cabinetry, quartz countertops, and a classic subway tile backsplash. Upgraded elements such as a professional-style gas range, chimney hood, pot filler, and integrated under-cabinet lighting elevate it slightly above a standard mid-range finish.",2872.0,1006.0,0.0,0.0,891.0,8.998,0.013362,
gemini-3.5-flash,gemini-3.5-flash,images/444358981/444358981_8.jpg,444358981,kitchen,1,3.5,4.0,0.9,True,kitchen,"The kitchen features a mix of updated and dated elements, combining granite countertops and a subway tile backsplash with older raised-panel wood cabinetry. The appliances are a mix of stainless steel and black, and the layout is a basic L-shape without an island, representing a typical mid-range standard.",2872.0,867.0,0.0,0.0,753.0,6.699,0.012111,
gemini-3.5-flash,gemini-3.5-flash,images/30718819/30718819_7.jpg,30718819,kitchen,1,4.4,4.0,0.9,True,kitchen,"This kitchen features a modern two-tone flat-panel cabinet design, a linear mosaic tile backsplash, and dark countertops. While it includes upgraded elements like a built-in double wall oven and a stainless steel chimney hood, the overall material quality and small island scale align with a high-quality mid-range renovation.",2872.0,1053.0,0.0,0.0,935.0,7.307,0.013785,
gemini-3.5-flash,gemini-3.5-flash,images/30783144/30783144_3.jpg,30783144,kitchen,1,2.5,3.0,0.85,True,kitchen,"The kitchen features dated, basic flat-panel cabinets and laminate countertops with a small peninsula extension. The appliances are mismatched (white refrigerator and dishwasher, black range and microwave) and older, representing a basic, dated but maintained setup.",2915.0,678.0,0.0,0.0,576.0,5.168,0.010474,
gemini-3.5-flash,gemini-3.5-flash,images/320253598/320253598_7.jpg,320253598,bathroom,1,4.0,4.0,0.9,True,bathroom,"The bathroom features a clean, updated mid-range design with a modern single vanity, a curved glass shower enclosure, and half-height tiled walls. However, the fixtures, such as the basic Hollywood-style light bar and the simple wall-mounted cubbies, indicate budget-friendly materials rather than high-end luxury.",2909.0,755.0,0.0,0.0,635.0,5.326,0.011159,
gemini-3.5-flash,gemini-3.5-flash,images/30786133/30786133_10.jpg,30786133,kitchen,1,2.6,3.0,0.9,True,kitchen,"The kitchen features highly dated finishes including cathedral-style oak cabinets, laminate countertops, and older freestanding white appliances. The presence of a drop-tile ceiling, wood wainscoting, and wallpaper indicates a kitchen that has been maintained but is significantly past its design lifecycle.",2872.0,862.0,0.0,0.0,753.0,5.658,0.012066,
gemini-3.5-flash,gemini-3.5-flash,images/30783144/30783144_5.jpg,30783144,bathroom,1,3.0,3.0,0.85,True,bathroom,"The bathroom features a standard tub-shower combo with a framed sliding glass door, a basic curved vanity with an integrated sink, and a standard toilet. The finishes and fixtures are dated but well-maintained, typical of an older, unrenovated bathroom.",2952.0,615.0,0.0,0.0,507.0,5.368,0.009963,
gemini-3.5-flash,gemini-3.5-flash,images/244993376/244993376_7.jpg,244993376,bathroom,1,4.0,4.0,0.9,True,bathroom,"The bathroom features a clean, modern update with white subway and herringbone tiling, but uses budget-friendly materials and fixtures. The small vanity, standard alcove tub, and simple fixtures place it firmly in the mid-range updated category.",2955.0,712.0,0.0,0.0,610.0,5.517,0.01084,
gemini-3.5-flash,gemini-3.5-flash,images/439578555/439578555_13.jpg,439578555,bathroom,1,4.3,4.0,0.85,True,bathroom,"The bathroom features a modern, minimalist update with a floating white vanity, integrated sink, and a cohesive terrazzo-style tile running along the floor and lower half of the walls. While clean and contemporary, the fixtures and materials are mid-range rather than premium luxury.",2909.0,644.0,0.0,0.0,535.0,5.276,0.01016,
gemini-3.5-flash,gemini-3.5-flash,images/338705381/338705381_12.jpg,338705381,bathroom,1,6.5,6.0,0.9,True,bathroom,"This bathroom features premium materials including a full-height marble slab backsplash, herringbone marble tile flooring, and a custom mid-century modern wood vanity. The large walk-in shower is enclosed in frameless glass with high-end fixtures and matching marble tile, presenting a highly cohesive, upscale designer aesthetic.",2909.0,837.0,0.0,0.0,723.0,6.793,0.011897,
gemini-3.5-flash,gemini-3.5-flash,images/458844757/458844757_7.jpg,458844757,bathroom,1,5.2,5.0,0.9,True,bathroom,"This bathroom features a cohesive modern design with a floating wood-grain vanity, a frameless glass walk-in shower, and a premium wall-mounted toilet. The large-format grey wall tiles and dark floor tiles create a clean, contemporary aesthetic. While stylish and well-renovated, the compact footprint and single vanity align it with a Level 5 rating.",2909.0,735.0,0.0,0.0,606.0,5.565,0.010979,
gemini-3.5-flash,gemini-3.5-flash,images/245026215/245026215_13.jpg,245026215,bathroom,1,2.8,3.0,0.9,True,bathroom,"The bathroom features dated but well-maintained finishes, including classic square wall tiling, a black-and-white mosaic tile floor, and a standard alcove tub. The vanity and tri-fold medicine cabinet are basic, and the flushometer toilet suggests an older apartment setup without recent high-end upgrades.",2909.0,789.0,0.0,0.0,673.0,6.732,0.011465,
gemini-3.5-flash,gemini-3.5-flash,images/2054934812/2054934812_19.jpg,2054934812,bathroom,1,3.0,3.0,0.9,True,bathroom,"This bathroom is dated but maintained, featuring vintage square wall tiles with black trim, patterned wallpaper, and a basic oak-look vanity. The standard tub-shower combo and simple fixtures are functional but have not been updated, placing it firmly in the Level 3 category.",2925.0,758.0,0.0,0.0,649.0,6.516,0.01121,
gemini-3.5-flash,gemini-3.5-flash,images/79713844/79713844_13.jpg,79713844,bathroom,1,3.0,3.0,0.9,True,bathroom,"The bathroom features a standard pedestal sink, a basic tub-shower combo with older white wall tiling, and simple builder-grade fixtures. The lighting, mirror, and wall cabinet are dated but functional and well-maintained, typical of a Level 3 classification.",2909.0,379.0,0.0,0.0,272.0,3.975,0.007775,
gemini-3.5-flash,gemini-3.5-flash,images/245000657/245000657_10.jpg,245000657,bathroom,1,3.8,4.0,0.9,True,bathroom,"The bathroom features a clean, modern renovation with fully tiled walls and a patterned mosaic tile floor. However, the compact layout, standard tub-shower combo with a curtain, and basic lighting fixtures keep it in the mid-range category.",2918.0,824.0,0.0,0.0,722.0,6.357,0.011793,
gemini-3.5-flash,gemini-3.5-flash,images/89066621/89066621_5.jpg,89066621,bathroom,1,4.2,4.0,0.9,True,bathroom,"The bathroom features a clean, modern update with a light wood vanity, a contemporary vessel sink, and a stone countertop. However, it retains a standard tub-shower combination with a shower curtain rather than a frameless glass enclosure, and the overall footprint is relatively compact, aligning it with a solid mid-range update.",2955.0,634.0,0.0,0.0,515.0,5.044,0.010138,
gemini-3.5-flash,gemini-3.5-flash,images/111711535/111711535_9.jpg,111711535,bathroom,1,3.0,3.0,0.9,True,bathroom,"The bathroom features a basic, small dark wood vanity with an integrated ceramic sink, paired with a matching surface-mounted medicine cabinet. The walls are finished with standard white subway tile, and the tub-shower combo uses a simple shower curtain rather than glass. While clean and functional, the fixtures and materials are budget-grade and typical of a standard, un-upgraded bathroom.",2909.0,717.0,0.0,0.0,586.0,5.092,0.010816,
